Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,company_text,job_state,age,python_ym,R_ym,spark,aws,excel
Data Analyst II,89 k$-153 k$ (Esti. de Glassdoor),"Who is Cenlar?

You are.

Employee-owners have made Cenlar one of the nation’s largest mortgage subservicers. We have achieved success by empowering people with company ownership, real programs that provide avenues for advancement, and a great atmosphere that makes everyone look forward to the workday. Get your share of our success by considering the opportunity to join our team as a Data Analyst II.

Job Summary:

Responsible for working with large and complex data sets (both internal and external data) to evaluate, recommend, and support the implementation of business strategies. Identifies and compiles data sets using a variety of tools (e.g. SQL, Access) to help predict, improve, and measure the success of key business to business outcomes. Responsible for documenting data requirements, data collection/processing/cleaning, and exploratory data analysis; which may include utilizing statistical models/algorithms and data visualization techniques. Incumbents in this role may often be referred to as Data Scientists.

Responsibilities:
Day-to-day actions are focused on administering defined procedures, analysis and report preparation.
Commands knowledge of data elements across the enterprise and industry – definitions, lineage and usage
Executes creation of tabular operational reports and aggregation reports with medium to high complexity.
Commands intermediate to expert level t-SQL coding proficiency
Performs data mapping for systems integration, data provisioning, and data consumption
Responsible for documenting metadata, data lineage, data definitions and business glossary entries.
Handles basic data transformation tasks such as date and decimal formatting, rounding of numeric values, and conversion of numeric values to percentages.
Has intermediate to expert level SSIS ETL build proficiency
Works with Data stewards to enforce adherence to standards for enhancements and new repositories.
Handles more complicated report requests, data visualizations, forecasting, regression modeling, sequencing (e.g. Fibonacci or similar) and trend analysis.
Can deduce portfolio or market trends from reports or chart analysis.
Understands business logic for aggregation and analysis services.
Can perform data transformation and can produce dimensional reports
Can perform basic data profiling activities, understands cardinality
Helps to define guidelines for data management, governance and reporting
May direct day-to-day work of employees, but will not typically have formal management role.
Individual at this level is expected to use some independence of thought but to refer more complex problems to supervisors or other experts.
Individual would be expected to contribute to work flow or process change and redesign and to form a strong basic understanding of the specific product or process.
Qualifications:
Typically exhibits strong executional capabilities and is beginning to take on more responsibility.
Primary focus is on execution within defined parameters, with some expansion based on developing capabilities and or experiences. In partnership with more experienced staff.
Minimum of 5 years of experience.
Bachelor’s degree in computer science, finance, mathematics, statistics (or similar) or equivalent work experience
Total Rewards:

Cenlar FSB offers outstanding benefits which may include paid medical/dental/life insurance, 401k, employee ownership, tuition assistance, a supportive work environment, and genuine opportunities for advancement. Cenlar is a Drug Free Workplace and an Equal Employment Opportunity/Affirmative Action Employer -- M/F/D/V/SO.

Visit www.cenlar.com for more details.

Please apply online.",2.5,"Cenlar
2.5","Ewing, NJ",-1,1001 to 5000 Employees,1958,Company - Private,-1,-1,$100 to $500 million (USD),89,153,121.0,"Cenlar
",Ewing,62,0,0,0,0,0
Senior Data Scientist,89 k$-153 k$ (Esti. de Glassdoor),"Description

The Senior Data Scientist leverages large sets of structured and unstructured data to develop models and collaborate with engineers to build analytics products. Work assignments involve moderately complex to complex issues where the analysis of situations or data requires an in-depth evaluation of variable factors.

Responsibilities

The Senior Data Scientist collaborates with analytic and data teams to set objectives, approaches, and work plans. Researches and evaluates new analytical methodologies, approaches, and solutions. Develops and validates statistical forecasting models and tools. Interprets and communicates analytic results to analytical and non-analytical business partners and executive decision makers. Begins to influence department’s strategy. Makes decisions on moderately complex to complex issues regarding technical approach for project components, and work is performed without direction. Exercises considerable latitude in determining objectives and approaches to assignments.

Required Qualifications

Bachelor's Degree in a quantitative discipline, such as Computer Science, Mathematics or Statistics and/or related field and 5 years or experience OR Master's Degree in a similar field and 3 years of experience
3-5 years of professional experience leveraging large sets of structured and unstructured data to develop tactical and strategic insights
Experience developing and validating statistical forecasting models and tools
Experience interpreting and communicating analytic results to analytical and non-analytical business partners and executive decision makers
Experience driving resources, approach, and tactical operations for projects and initiatives involving own departmental area
Clear oral and written communication skills
Flexible, dynamic personality who is able to work independently
Must be passionate about contributing to an organization focused on continuously improving consumer experiences

Preferred Qualifications

Work experience in a health care and/or Insurance setting
Demonstrated experience in: information extraction from text, natural language question answering, chat bots, natural language understanding
Experience working with standard speech recognition toolkits
Experience with cloud-based ecosystems (Azure, GCP, AWS)
Experience in Big Data environment specifically PySpark and DataBricks
Previously applied machine learning to help a firm reach objectives

Additional Information

Scheduled Weekly Hours

40",3.8,"Humana
3.8","Boston, MA",-1,10000+ Employees,1961,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),89,153,121.0,"Humana
",Boston,59,0,0,1,1,0
Data Scientist,89 k$-153 k$ (Esti. de Glassdoor),"Job Capsule


The Data Scientist analyzes complex and unstructured data using state-of-the-art data science methods for data driven decision making. This role uses knowledge of data science methods and applies analytics to solve real world problems. The Data Scientist will work with customers to collect and understand data, perform wrangling, develop applications and collaborate actively across the organization and with senior management to accomplish various objectives.

Job Duties/Roles
Apply advanced data science concepts to deliver data driven digital offerings and insights
Be able to write independent source code, validate and test for model quality assessment and improvement
Experience with Data Visualization tools such as Power BI or Tableau or Spotfire
Use machine learning and artificial intelligence methods, classification, regression algorithms
Comfortable working independently on data engineering, pre-processing and data preparation tasks to prepare data for further analysis
Generate Intellectual Property for the company
Stay current in the field of advanced analytics and take initiative to apply new technologies
Knowledge, Skills and Abilities Required (KSAR)
Python - Numpy, Pandas, lamdas, keras, Tensorflow, MS Cognitive AI, Matlab, R, SQL
OOP(Object Oriented Programming)
ANN, RNN, Classification, Clustering, CNN, Regression tools
Exposure to building RestFul APis for data science modelling is a plus
Practical experience using predictive analytics, multiple approaches, to ID abnormalities and failures using time series and unstructured data sources.
Knowledge of data architectures and systems is a plus
Minimum years of Experience


Minimum 3 years of relevant experience in data / analytics.

Country Requirements


Must be a US Citizen or Permanent Resident (US Person) and able to work on Government Data with ITAR classification

Required/Preferred Education Requirements


BS degree required in Data Science or Computer Science or Engineering or another relevant field",3.5,"American Bureau of Shipping
3.5","Houston, TX",-1,1001 to 5000 Employees,1862,Other Organization,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),89,153,121.0,"American Bureau of Shipping
",Houston,158,1,0,0,0,0
Program and Data Analyst,89 k$-153 k$ (Esti. de Glassdoor),"Program and Data Analyst

Role Overview:

The Program and Data Analyst is the data analytics expert serving the Recruitment, Admissions, and Digital Marketing teams at Urban Teachers. The Program and Data Analyst is responsible for building and maintaining all our data management systems, conducting analysis on trends in the data, providing partner teams within the organization access to critical recruitment and admissions data, and maintaining the knowledge management system for the recruitment and admissions teams.

The Program and Data Analyst is a strategic member of the Recruitment and Admissions team and is a key part of the leadership team. This position reports to the Vice President of Recruitment and Admissions.

Location:

Due to the impact of COVID-19, our regional offices are closed and staff members will work virtually until further notice. Otherwise, location is flexible for the right candidate, though a strong preference will be given to candidates in the Baltimore/Washington metro areas.

Key Areas of Responsibility

Data Management and Analysis
Conduct data analysis to identify the impact of recruitment and engagement efforts. Monitor progress towards recruitment goals. Loft challenges and opportunities present in the data to help guide the recruitment, admissions, and digital marketing teams to capitalize on opportunities and address concerns
Support the customization of Salesforce to better support Recruitment and Admissions. Manage Salesforce infrastructure updates
Develop and maintain Salesforce reports and dashboards
Establish rules for data management and structure including campaign hierarchy, recruiter event tracking, lead source, affiliations, etc.
Knowledge Management, Training and Support
Train and support recruitment, marketing, and admissions staff members on utilization of Salesforce, Power BI, and other data management and reporting platforms
Ensure strong data quality across the recruitment and admissions team and support with data quality management
Develop a strong reporting knowledge management process to ensure long-term data management
Determine the technology needs to evolve recruitment, admissions, and marketing reporting
Participate in teacher selection and interview days
Relationship Management
Serve as a liaison between IT and the Recruitment and Admissions teams
Design presentations for the Urban Teachers’ board meetings to highlight recruitment and admissions work
Provide ad hoc reporting on recruitment to other teams within the organization including The Black Educators Initiative, Development Team, Performance & Evaluation, and regional site teams
Requirements
Bachelor's degree from an accredited institution
Proficiency in Microsoft Office products. Advanced proficiency in Microsoft Excel and PowerPoint
Strong written and verbal communication skills
Experience using and customizing Salesforce. Experience creating reports, dashboards in Salesforce is a must. Salesforce Administrator certification highly preferred.
Experience building reports and visualizations in Power BI or similar data business intelligence software is a must
Advanced ability to analyze data and use analysis to inform strategies and efforts
Results-oriented, self-directed and a self-starter who is comfortable operating in grey space
Ability to work as a part of a remote team
A deep commitment to ending educational inequity
How You Operate
Operate with a strong internal locus of control—proactively problem-solving, voicing questions/concerns, and taking ownership of your team
Lead with and project sense of possibility, imagining and thinking boldly about what we will accomplish
Contribute to the collective, pitching in to support teammates when needed and feasible
Always strive to have a growth mindset and a learning orientation
About Urban Teachers

The mission of Urban Teachers is to improve educational and life outcomes of children in urban schools by preparing culturally competent, effective career teachers who accelerate student achievement and disrupt systems of racial and socioeconomic inequity. Urban Teachers accomplishes this by recruiting outstanding candidates, equipping them with state-of-the-art training, and linking their certification to their demonstration of effective teaching practices and skills. Participants in the Urban Teachers program also receive a Master’s of Science in Education from the Johns Hopkins School of Education – a top 15 graduate school of education according to U.S. News and World Report. Founded in 2009, Urban Teachers is on the cutting edge of teacher preparation. Learn more about Urban Teachers on our website: urbanteachers.org

As an Employer of National Service, Urban Teachers recognizes the unique skills of national service alumni. Accordingly, AmeriCorps alumni, returned Peace Corps volunteers, and other national service participants are encouraged to apply to our job openings.

Urban Teachers does not discriminate on the basis of race, color, religion, gender, sexual orientation, age, or national and ethnic origin in hiring and employment, nor in the administration of its educational policies, admissions policies, scholarship and other programs.

Our VALUES:

WE SERVE CHILDREN: Children are the center of our work. We rely on the communities we serve to guide and inform the decisions we make about our curriculum, program and practice.

WE ARE AN ANTI-RACIST ORGANIZATION: We are committed to ongoing knowledge seeking, reflection, and action to deliberately oppose racism. We are an inclusive organization that values the diversity of people, backgrounds and perspectives. We are active allies who pursue justice in the communities in which we live and work.

WE ARE LIFE-LONG LEARNERS: We are dedicated to continuous improvement, innovation and excellence. We strive to be on the forefront of what is best for teacher education and students based on research and practice.

WE VALUE EACH OTHER: We value each other as whole people. We are servant leaders who foster a supportive working environment that is empathetic and caring, and values direct, constructive feedback. It is our VISION that every student in the United States is taught by committed, well-prepared, culturally competent teachers.

Qualified individuals who are fully invested in Urban Teachers’ mission and vision and who thrive in a fast-paced, results-oriented setting are encouraged to apply.",4.2,"Urban Teachers
4.2","Baltimore, MD",-1,51 to 200 Employees,2009,Nonprofit Organization,Education Training Services,Education,$10 to $25 million (USD),89,153,121.0,"Urban Teachers
",Baltimore,11,0,0,0,0,1
Data Engineer,89 k$-153 k$ (Esti. de Glassdoor),"Summary of Responsibilities

Codes and develops software applications. Works as part of a development team on the design and implementation of analytical applications, including current Business Intelligence technologies, modern programming languages (Python, Scala, R) and current SQL database skills. Conducts requirement analysis, produces design documents on proposed solutions, and delivers consistent, test-covered, high quality code in a timely fashion. Recommends and completes product revisions or enhancements based on feedback. Develops and maintains documentation as required.

Performs work under minimal supervision. Handles moderate to complex issues and problems, and engages higher-level staff on only the most complex issues as necessary. Possesses comprehensive knowledge of subject matter. Provides coaching, and/or mentoring to a subordinate group.

Preferred Experience and Skills
Four to Eight year of related experience
Technical expertise and detail orientated
Complex problem-solving and critical thinking skills
Analytical thinking skills
Ability to build collaborative skills
Agile/SCRUM methodology experience
Azure DevOps experience
Property and Casualty insurance experience
4+ years of Hands-on experience with SQL databases, SSIS/Informatica ETL, Power BI, Cloud based integration tools.
Knowledge of Data warehousing concepts, and data modeling using Kimball methodology.
Preferred Education and Training
Bachelor’s degree in Computer Science or related field
INDSP",3.6,"West Bend Mutual Insurance Co.
3.6","West Bend, WI",-1,1001 to 5000 Employees,1894,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),89,153,121.0,"West Bend Mutual Insurance Co.
",West Bend,126,1,0,0,0,0
Data Engineer,89 k$-153 k$ (Esti. de Glassdoor),"At Phantom AI, experience the fast paced environment and help the development of the next generation of autonomous vehicles. We are seeking a Data Engineer to help our visionary team through building a robust pipeline and handling terabytes of data.
You will be designing and implementing full-stack solutions for computing, storing, and presenting evaluation metrics using data gathered from vehicles. This will be a unique opportunity to both improve and implement a scalable pipeline that will be the backbone of the company.

Responsibilities
· Design, improve, and manage datasets
· Support technical design and implementation of demand planning automation projects that use these datasets
· Monitor and enforce data quality standards
· Hands-on coding, able to implement what was designed
· Familiar with architecting and designing tools, and self-motivated for documentation
· Optimize pipeline performance to reduce data lag and refresh time

Requirements
· 3+ years of experience working in data architecture or a related field
· 3+ years of Python Experience
· Web framework experience
· Experience building and optimizing data sets
· Deep understanding of data architecture best practices such as normalizing data structures, minimizing logic complexity, defining intuitive and consistent semantic layers, and eliminating redundancy
· Self-motivated and strong work ethic for continuous development with a strong sense of ownership

Preferred Skills
· Master’s degree in Computer Science or Data Science or work equivalent experience
· Experience with ROS
· Web development experience
· Hands-on experience in dev-ops best practices and implementations
· Demonstrated industry efficiency in the fields of database, data warehousing or data sciences",5.0,"Phantom AI
5.0","Burlingame, CA",-1,1 to 50 Employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,89,153,121.0,"Phantom AI
",Burlingame,4,1,0,0,0,0
Data Analyst,89 k$-153 k$ (Esti. de Glassdoor),"About the role:

Dodge Data & Analytics is searching for a Data Analyst who will responsible for the production, support, and maintenance of custom Dodge Research and Analytics products and services. The Analyst will work closely with the Dodge sales force and will serve as part of a team for the Analytics group customers in the support and use of their products.

What you'll do:
Work in a group of 4-6 analysts to provide regular data analysis and delivery of ongoing services to a set of clients.
Support clients by providing an understanding of our proprietary data and its application to their business and industry.
Work in a PC based environment using a variety of software and database packages to provide data analysis and production of numerous client-specific deliveries.
Work directly with specific customers as the key contact for certain information services.
Build strong relationships with the internal sales team to enhance existing services and to support new business opportunities.
Maintain quality standards in all client deliveries.
Develop a thorough knowledge of Dodge Analytics databases and products.
Work with the Analytics sales specialists in supporting our products with customers and supporting any efforts to maintain or enhance our current client relationships. This will eventually include some direct client contact by telephone and email.
What you'll bring:
Strong analytical and problem-solving ability, self-motivated team player, and capable of working in an independent atmosphere with minimal supervision.
Technical proficiency with database (Microsoft Access) and spreadsheet (Excel) applications beneficial.
Strong written, oral, and interpersonal communication skills, including the ability to effectively interact with both customers and team members. The Data Analyst will be a direct point of contact for customers whose services are assigned to him/her.
Familiarity with basic business analysis.
BA/BS or more required
0-3 years of professional experience required.
Dodge Data & Analytics is committed to leveraging the talent of a diverse workforce to create great opportunities for our business and our people. EOE/AA. Minority/Female/Sexual Orientation/Gender Identity/Disability/Veteran",2.6,"Dodge Data & Analytics
2.6","Bedford, MA",-1,201 to 500 Employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,89,153,121.0,"Dodge Data & Analytics
",Bedford,6,0,0,0,0,1
Data Scientist,89 k$-153 k$ (Esti. de Glassdoor),"Tinder brings people together. With tens of millions of users and a presence in every country on earth, our reach is expansive and rapidly growing. Tinder’s Analytics Team is looking for a Data Scientist with expertise in Analytics.

Our analytics team takes ownership of the decisions being made from our data – we develop a deep understanding of both the business and its data and establish close working relationships with all teams - including Product, Marketing, Engineering, and Finance – so that we can provide recommendations and make proposals regarding prioritization of initiatives, product launches, A/B tests, and company performance.

As a data scientist in this role, you will be a partner to the Analytics team, providing support for A/B test design and analysis as well as data-driven insights through ad-hoc analyses, presentations, and automated reports and dashboards. This role will require extensive experience with SQL, data wrangling, statistics, and A/B testing as well as the ability to work in cross-functional teams to drive actionable insights. Experience with user growth and acquisition across consumer products is a plus.

Responsibilities:

Master and own the analytical understanding of customer behavior and business performance
Build models to better understand the value and churn behavior of our users
Find the “story” in the data and communicate insights and opportunities with executive and other internal teams
Perform ongoing ad-hoc analyses to evaluate the efficiency of our marketing spend, building reporting infrastructure, and assisting in making budgeting recommendations to optimize growth
Integrate captured event data with other sources of customer data, such as surveys, ad publishers and app store data
Support reporting and business intelligence needs of the entire Marketing team

Skills Required:

3+ years of relevant experience
Ability to think objectively and interpret meaningful themes from quantitative and qualitative data
Ability to build constructive and effective relationships with a broad and diverse group of business partners
Ability to execute on complex analytics projects where you have to determine salient questions in a complex ecosystem and present action-oriented conclusions
Proficiency with SQL required
Scripting skills, preferably in Python. Strong Python/NumPy/PANDAS skills a plus
Knowledge of statistics, specifically experimental design and analysis
Proficiency in Microsoft Excel and Microsoft PowerPoint
Familiarity with common KPIs, metrics, and growth experiments
As part of our team, you’ll enjoy:

· The hustle of a startup with the impact of a global business
· Tremendous opportunity to seek some of the industry’s most exciting problems
· Working with an outstanding team of creative, fun and highly motivated people
· Comprehensive health coverage, competitive salary, and 401(k) match

At Tinder, we don’t just accept difference — we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products, and our community. Tinder is proud to be an equal opportunity workplace.",3.8,"Tinder
3.8","Los Angeles, CA",-1,201 to 500 Employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,89,153,121.0,"Tinder
",Los Angeles,8,1,0,0,0,1
Data Analytics Manager,89 k$-153 k$ (Esti. de Glassdoor),"JOB PURPOSE: ( For a full job description and to apply, please visit www.advancedhealth.com/careers !!)

This position is responsible for overseeing the Data Analytics Department and its team members in order to successfully execute the analytic and business intelligence reporting needs of the organization’s projects and programs.

ESSENTIAL RESPONSIBILITIES: Data Analytics Architecture and Strategy
In collaboration with Executive Team, department managers and other business leaders, develop business metrics, dashboards, and reporting tools to support business decisions
As applicable, assist and or present reports or data at the owner’s request
Meet reporting/analytics demand in a timely fashion, expand analytics capability, and provide leadership to partnering health systems as they develop analytics teams
Provide quality-checked, electronically reported results to ensure accuracy and compliance with business requirements
Address or delegate data requests, standing management reports, ad hoc reports, etc.; monitor progress and present details and recommendations to allow stakeholders to decide on next steps
Support comprehensive maintenance of the organization’s data repository
ESSENTIAL RESPONSIBILITIES: Manage Data Analytics Team and Operations
Set and actively manage priorities for the data analytics team to ensure commitments and deadlines are met
Manage and balance multiple projects and tasks to manage deliverable dates and work with stakeholders to ensure expectations are met
Act as an intermediary between data analytics’ team and other staff, helping translate program and project needs into technical requirements
Work with internal customers to ensure their data programs have complete and valid data
Formally create, enhance, and document policies and procedures as they relate to department
Consistently examine progress against plan and prioritize schedules, ensuring analytic deliverables are completed timely and annual fiscal goals are met or exceeded
Provide feedback and detailed review for all deliverables (algorithm programming, algorithm write-ups, letters, etc.) to guarantee deliverables are reliable and completed accurately
Provides team leadership and ensures group tasks are appropriately assigned and completed according to an established schedule
Identifies roadblocks or issues in a timely manner and brings to the attention of appropriate staff or management in a timely manner
Track, document and communicate project status and resource usage
EDUCATION AND EXPERIENCE

Bachelor’s degree in related field required. Minimum of three years’ experience applying healthcare analysis methods and measures utilizing statistical methods required. Minimum one to two years’ managing staff or one to two years’ in a lead position required.

For a full job description and to apply, please visit www.advancedhealth.com/careers !!

Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Employee assistance program
Employee discount
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Professional development assistance
Relocation assistance
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Supplemental Pay:
Bonus pay
COVID-19 considerations:
Employees are currently working remote due to COVID-19

Experience:
managing staff: 1 year (Preferred)
lead position: 1 year (Preferred)
healthcare analysis: 3 years (Required)
Education:
Bachelor's (Required)
Work authorization:
United States (Required)
Work Location:
One location
Work Remotely:
Temporarily due to COVID-19",-1.0,DOCS Management Services,"Coos Bay, OR",-1,-1,-1,-1,-1,-1,-1,89,153,121.0,DOCS Management Services,Coos Bay,-1,0,0,0,0,0
Data Scientist,89 k$-153 k$ (Esti. de Glassdoor),"We have an opportunity for a Data Scientist to join our talented Data Analytics team. The successful candidate will work with customers and the engagement team to support the project management, project data analysis, process improvement, data conversion, and integration needs of our federal customer.

Typical responsibilities include
Collecting large sets of structured and unstructured data from disparate sources.
Cleaning and validating data to ensure accuracy, completeness, and uniformity.
Analyzing data to identify patterns and trends.
Developing solutions and integrating, extending, and contributing to Open Source software
Devising and applying models and algorithms to mine the stores of big data.
Interpreting data to discover solutions and opportunities.
Requirements
Active Secret Clearance
Strong client engagement skills
Experience with languages such as Python, R, SAS, and SQL
Experience with version control systems, including Github or Gitlab
Experience with designing, developing, and deploying analytic software and algorithms
BS degree in Physics, Computer Science, Mathematics, or another quantitative discipline
Desired skills
Experience with open source Big Data tools including Apache Spark or Apache NiFi
Experience with entity resolution
Experience with Natural Language Processing using modern deep learning techniques
Benefits

Perks of working at NetImpact Strategies:
Your health comes first – we offer comprehensive medical, dental, & vision insurance that starts the first of the month after you join the team
Invest in your future – 401(k) Plan – Immediately vested employer contributions; no matching required
Work hard, play hard – we offer a generous Paid Time Off (PTO) policy and observe ALL ten (10) federal holidays
Pawsitively pawesome – Pet Insurance (because our little critters are part of our families, too!)
Invest in your education – Tuition reimbursement, internal training programs, & company-sponsored industry certifications
Be part of a dynamic and collaborative work environment recently ranked by The Washington Post as a Top Work Place in 2019!
Have fun and celebrate and give back – Team building activities, community volunteering, quarterly HQ days, & an offsite annual awards banquet
ABOUT US

NetImpact Strategies specializes in Strategy and Business Transformation, IT Modernization, Data-Driven Intelligence, Cloud Services, and Cybersecurity. We are a team of skilled Consultants who listen to our clients’ needs. We design and implement comprehensive, tailored solutions that are both mindful of the client's culture and organizational dynamics. As mission needs change, new priorities emerge, technologies advance, and methodologies evolve; NetImpact stands out as a trusted advisor that can solve the challenges of today while looking for the opportunities of tomorrow. Our professionals stay abreast of these changes to provide agile, outcome-focused results for federal agency strategic and tactical needs. Approaching engagements as a partner, we provide solutions that empower our clients to achieve results that align with their mission and strategic vision.

ACCESSIBILITY NOTE

NetImpact Strategies is committed to complying with all applicable provisions of the Americans with Disabilities Act, as amended (“ADA”), and applicable state and local laws. It is NetImpact’s policy not to discriminate against any qualified person or applicant with regard to any terms or conditions of employment on the basis of such individual’s disability. Consistent with this policy of non-discrimination, NetImpact will provide reasonable accommodations to an individual with a disability, as defined in the ADA or applicable law, who has made NetImpact aware of his/her disability, unless doing so would cause undue hardship to NetImpact. If you are an applicant and need a reasonable accommodation when applying for job opportunities within NetImpact, or request a reasonable accommodation to utilize NetImpact’s online employment application, please contact careers@netimpactstrategies.com.

EQUAL OPPORTUNITY EMPLOYER

NetImpact is committed to the development of a creative, diverse, and inclusive work environment. In order to provide equal employment and advancement opportunities to all individuals, employment decisions at NetImpact will be based on merit, qualifications, and abilities. NetImpact does not discriminate against any person because of race, color, creed, religion, sex (including gender identity, sexual orientation, and pregnancy), marital status, national origin, disability, age, veteran status, genetic information or any other characteristic protected by federal, state, and local laws (referred to as ""protected status"").",4.1,"NetImpact Strategies
4.1","Vienna, VA",-1,201 to 500 Employees,2009,Company - Private,Consulting,Business Services,$50 to $100 million (USD),89,153,121.0,"NetImpact Strategies
",Vienna,11,1,0,1,1,0
Business Analytics Manager,89 k$-153 k$ (Esti. de Glassdoor),"Purpose and Scope

The Business Analytics Manager leads the demand planning process for the commercial team including collecting the volume and pricing data from all key data sources, as well as compiling the business understanding and assumptions that will be included in the forecast for the purpose of forecast for business planning decisions. This role is also responsible for working cross functionally to determine forecast assumptions and inputs with the manufacturing operations planning, accounting, contracts and pricing, sales leadership, market access, and marketing. Those assumptions will be incorporated into the forecast, vetted with the cross functional team, and adjusted as needed to gain agreement for senior leadership. This position is responsible for all local, state & federal government reporting, calculations, and submissions. Compliance to all federal and state pricing regulations is a key element to the position. Strong financial accounting, and analytical skills are required.

Essential Duties & Responsibilities

Builds the commercial demand and revenue forecast to TPI commercial
Establishes and maintains forecast models to generate forecast scenarios as needed to support business decisions.
Maintain strict process and decision documentation including pricing committee official reporting and price list tracking
Develops higher order summaries and analysis of data and assumptions to model
Collaborates closely with Finance to link sales performance and market data for use in financial planning and
Manages government pricing calculations to ensure the accuracy of all Medicaid, Medicare & VA FSS quarterly rebate and discount calculations and reporting.
Pricing analysis across multiple customer and contracting segments.
Works closely with contracts and pricing, marketing, and sales teams to determine assumptions and validate business information and decisions
Develops and maintains stringent quality control processes that ensure the accuracy of all reports and analyzes, cross checks, and validates transactional data from multiple databases to ensure accuracy
Assists with special projects as required.
Interacts regularly with Executive Leadership, Sales Leadership, and Analytics leadership to report on commercial performance trends.

Knowledge, Skills & Abilities

3-5 year of strong accounting, finance, or data analytics
Government reporting and pricing experience preferred
Proficiency with Excel, PowerPoint, Access, Adobe acrobat and other reporting software used in the industry such as Power Query and Tableau.
Excellent organizational, problem-solving, and interpersonal skills.
Ability to work with imperfect data and manage ambiguity to bring clarity to business decisions.
Advanced financial, analytical, strategy, and business planning skills with proficiency in analytics methodologies.
Ability to work independently on data analyses and combine multiple data sources across multiple views to uncover trends.
Ability to communicate effectively at all levels of the organization to communicate results of the data analyses and trends.
Ability to communicate effectively and maintain effective working relationships across multiple departments.
Self-starter with the ability to build new department capability and team over time.

Education & Experience

Bachelor's Degree
MBA or similar advanced degree preferred.
Strong accounting, finance, or data analytics with 3 years of experience.
Must be proficient with Word, Excel, PowerPoint, Access, Adobe Acrobat and other reporting tools and software used within the industry

Working Conditions

Office environment; requiring sitting and standing
Travel as required

Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities

The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)",-1.0,"Tolmar Pharmaceuticals, Inc.","Buffalo Grove, IL",-1,-1,-1,-1,-1,-1,-1,89,153,121.0,"Tolmar Pharmaceuticals, Inc.",Buffalo Grove,-1,0,0,0,0,1
Business Analytics Consultant (Bilingual: English & Spanish),89 k$-153 k$ (Esti. de Glassdoor),"This role will work closely with the General Manager of the Andean and Southern Cone region and report to the Director of Latin America Commercial Operations.

Responsibilities

Essential Duties and Job Functions:

Gathers and analyzes internal and external information on sales trends, patient reach, market share, competitor data and pricing for all relevant therapeutic areas. Makes business recommendations based on these analyses.
Conducts market assessments, research and surveys to prepare sales forecasts.
Manages business analytics process for the L9 (Andean and Southern Cone) region. Prepares regular sales reports, dashboards, and scorecards.
Sales force effectiveness reporting and analytics
Keeps ups with new analytics capabilities and sources of information. Recommends and implements improvements to reporting tools, models, and systems; identifies and manages external data sources and vendors.
Prepares business cases and presentations for senior management.
Manages projects locally and as a part of the global team to implement best practices adopted in other parts of the company or used by the industry.
Qualifications

Knowledge, Experience and Skills:

Demonstrates strong analytical and problem-solving skills. Must be able to think critically and be comfortable making assumptions when data or information is incomplete or conflicting.
Excellent project management skills, highly focused on implementation and achievement of tangible results.
Able to make high-impact presentations in small and large settings and deliver clear proposals to senior management.
Knowledge of data visualization tools and databases
Be curious and eager to learn proactively about various therapeutic areas, epidemiology, and stay up to date on country’s economic and healthcare trends.
Strong team player with experience working in international settings. Demonstrates cultural agility and adaptability in a changing environment.
Creative and open-minded individual who fosters an environment in which sharing of ideas is encouraged.
Bachelor’s or Master’s degree in a business, finance, economics or related field.
Familiarity with the Latin America region, specifically Andean and Southern Cone.
Experience in a pharmaceutical environment preferred.
Fluency in Spanish and English language proficiency is required.

To qualify, applicants must be legally authorized to work in the United States, and should not require, now or in the future, sponsorship for employment visa status.

PRA is an EEO/AA employer and is committed to providing opportunities to minorities, women, veterans and individuals with disabilities.

Options
Apply for this job onlineApply
Share
Sorry the Share function is not working properly at this moment. Please refresh the page and try again later.
Share on your newsfeed
Connect With Us!",3.8,"PRA Health Sciences
3.8","Miami, FL",-1,10000+ Employees,1976,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),89,153,121.0,"PRA Health Sciences
",Miami,44,0,0,0,0,1
